ID,Fold 1,Fold 2,Fold 3,Fold 4,Fold 5,Fold 6,Fold 7,Fold 8,Fold 9,Fold 10
139848,1,1,1,1,1,1,0,1,1,1
140123,1,1,1,1,1,1,1,1,0,1
140144,1,0,1,1,1,1,1,1,1,1
140266,1,1,1,0,1,1,1,1,1,1
140308,1,1,1,1,1,1,1,1,0,1
140419,0,1,1,1,1,1,1,1,1,1
140474,0,1,1,1,1,1,1,1,1,1
140549,1,0,1,1,1,1,1,1,1,1
140888,1,1,1,0,1,1,1,1,1,1
141227,1,0,1,1,1,1,1,1,1,1
141414,1,1,1,1,1,1,1,1,1,0
141415,1,1,1,1,1,1,0,1,1,1
141721,0,1,1,1,1,1,1,1,1,1
141777,1,1,1,1,0,1,1,1,1,1
141854,1,1,1,1,0,1,1,1,1,1
141884,1,0,1,1,1,1,1,1,1,1
142734,1,1,1,0,1,1,1,1,1,1
142858,1,1,1,1,1,0,1,1,1,1
142967,1,1,1,0,1,1,1,1,1,1
143749,1,1,1,1,1,0,1,1,1,1
143971,1,1,1,1,1,1,1,1,1,0
144007,1,1,1,1,1,1,1,1,1,0
144119,1,0,1,1,1,1,1,1,1,1
145059,1,1,0,1,1,1,1,1,1,1
145300,1,1,1,1,1,0,1,1,1,1
145958,1,1,1,1,1,0,1,1,1,1
146043,1,0,1,1,1,1,1,1,1,1
146248,1,1,1,0,1,1,1,1,1,1
146664,1,1,1,0,1,1,1,1,1,1
146729,1,1,1,1,1,1,1,1,1,0
146869,1,1,0,1,1,1,1,1,1,1
147616,1,0,1,1,1,1,1,1,1,1
147840,1,1,1,1,1,1,1,1,1,0
147913,1,0,1,1,1,1,1,1,1,1
148916,1,1,1,1,1,1,1,1,0,1
149147,1,1,1,1,1,1,1,1,0,1
149158,0,1,1,1,1,1,1,1,1,1
149311,1,0,1,1,1,1,1,1,1,1
149401,1,1,1,0,1,1,1,1,1,1
149701,1,1,0,1,1,1,1,1,1,1
150095,1,1,1,1,1,1,1,1,0,1
150266,1,1,1,1,0,1,1,1,1,1
150286,1,1,1,1,1,0,1,1,1,1
150383,1,0,1,1,1,1,1,1,1,1
150509,0,1,1,1,1,1,1,1,1,1
150557,1,1,1,1,1,0,1,1,1,1
150559,1,1,1,1,1,1,0,1,1,1
150703,1,1,1,1,1,1,0,1,1,1
151124,1,1,1,1,0,1,1,1,1,1
151164,1,1,1,0,1,1,1,1,1,1
151239,1,0,1,1,1,1,1,1,1,1
151242,1,1,1,1,1,1,1,1,0,1
151373,1,1,1,1,1,1,1,0,1,1
151431,1,1,1,1,1,1,1,1,0,1
151725,1,1,1,1,1,1,0,1,1,1
152374,1,0,1,1,1,1,1,1,1,1
152604,1,1,0,1,1,1,1,1,1,1
152674,1,1,1,1,1,1,0,1,1,1
153391,1,1,1,1,1,1,1,0,1,1
153541,1,1,1,1,1,0,1,1,1,1
153596,1,1,1,1,1,1,1,1,1,0
153902,1,1,1,1,0,1,1,1,1,1
153907,1,1,1,1,0,1,1,1,1,1
154339,1,1,1,1,1,1,1,0,1,1
154526,1,1,1,1,1,1,1,1,1,0
154715,1,1,1,1,1,1,1,0,1,1
155201,1,1,1,0,1,1,1,1,1,1
155472,1,1,1,1,0,1,1,1,1,1
155766,1,0,1,1,1,1,1,1,1,1
155771,1,1,1,1,1,0,1,1,1,1
156121,1,1,0,1,1,1,1,1,1,1
156417,1,1,1,1,1,0,1,1,1,1
156526,1,1,1,1,1,0,1,1,1,1
156635,1,1,1,0,1,1,1,1,1,1
156895,1,1,1,1,1,1,1,0,1,1
156946,1,1,1,0,1,1,1,1,1,1
156969,1,1,1,1,1,1,1,0,1,1
157059,1,0,1,1,1,1,1,1,1,1
157274,1,1,1,1,1,0,1,1,1,1
157725,1,1,1,1,1,1,0,1,1,1
157924,1,1,1,1,1,1,0,1,1,1
158129,1,1,1,1,0,1,1,1,1,1
158480,1,1,1,1,1,1,1,1,1,0
158836,1,1,1,1,0,1,1,1,1,1
159013,1,1,1,0,1,1,1,1,1,1
159131,0,1,1,1,1,1,1,1,1,1
159609,1,1,1,1,1,0,1,1,1,1
160479,1,0,1,1,1,1,1,1,1,1
160529,1,1,1,1,1,1,1,1,0,1
160538,1,1,1,1,1,1,1,0,1,1
160657,1,1,1,1,1,0,1,1,1,1
160815,1,1,1,1,1,1,1,0,1,1
160860,1,1,1,0,1,1,1,1,1,1
161000,1,1,1,1,1,1,1,1,0,1
161421,0,1,1,1,1,1,1,1,1,1
161450,1,1,1,0,1,1,1,1,1,1
161606,1,1,1,1,1,1,1,1,1,0
162012,1,1,1,1,1,1,1,0,1,1
162078,1,1,1,1,1,1,0,1,1,1
162084,1,1,0,1,1,1,1,1,1,1
162195,1,1,1,1,1,0,1,1,1,1
162680,0,1,1,1,1,1,1,1,1,1
162722,1,1,1,1,1,0,1,1,1,1
162905,1,1,1,1,1,1,1,1,0,1
163483,1,1,1,1,1,0,1,1,1,1
163810,1,1,1,1,0,1,1,1,1,1
163962,1,1,1,0,1,1,1,1,1,1
164530,1,1,1,0,1,1,1,1,1,1
164693,0,1,1,1,1,1,1,1,1,1
164727,1,1,1,1,1,1,1,1,0,1
164819,1,1,1,1,0,1,1,1,1,1
164872,1,1,0,1,1,1,1,1,1,1
164919,1,1,1,1,1,1,1,1,1,0
165102,1,1,1,1,1,1,0,1,1,1
165165,1,1,1,1,1,1,1,1,0,1
165524,0,1,1,1,1,1,1,1,1,1
165955,1,1,1,1,0,1,1,1,1,1
165996,1,1,0,1,1,1,1,1,1,1
166053,1,1,1,1,0,1,1,1,1,1
166161,1,1,0,1,1,1,1,1,1,1
166384,1,1,1,1,1,1,1,1,0,1
166499,0,1,1,1,1,1,1,1,1,1
166601,1,1,0,1,1,1,1,1,1,1
166620,1,1,1,1,1,1,1,0,1,1
167534,1,1,1,1,1,0,1,1,1,1
167915,1,1,1,1,1,1,1,1,1,0
168669,1,0,1,1,1,1,1,1,1,1
168935,0,1,1,1,1,1,1,1,1,1
168997,1,1,1,1,1,1,1,1,0,1
169008,1,1,1,1,0,1,1,1,1,1
169441,1,1,1,1,0,1,1,1,1,1
170207,1,1,1,1,1,1,1,0,1,1
170220,1,0,1,1,1,1,1,1,1,1
170932,1,1,0,1,1,1,1,1,1,1
171335,1,1,1,1,1,1,1,1,0,1
171873,1,1,1,1,1,1,1,1,0,1
172003,1,1,1,1,1,1,1,1,0,1
172182,1,1,1,1,1,1,1,1,1,0
172342,1,1,1,1,1,1,0,1,1,1
172365,1,1,0,1,1,1,1,1,1,1
172507,1,1,1,1,1,1,1,1,1,0
172685,1,1,1,1,0,1,1,1,1,1
173231,1,1,1,1,1,1,0,1,1,1
173343,1,1,1,1,1,1,1,1,0,1
173532,1,0,1,1,1,1,1,1,1,1
173556,1,0,1,1,1,1,1,1,1,1
173789,1,1,1,0,1,1,1,1,1,1
173849,1,1,1,0,1,1,1,1,1,1
173905,1,1,1,1,1,1,0,1,1,1
174301,1,0,1,1,1,1,1,1,1,1
175069,0,1,1,1,1,1,1,1,1,1
175547,1,1,1,1,1,1,1,1,0,1
175622,1,0,1,1,1,1,1,1,1,1
176313,1,1,1,1,1,1,0,1,1,1
176477,1,1,1,1,0,1,1,1,1,1
176712,1,1,1,1,1,0,1,1,1,1
177479,1,1,1,1,1,1,1,1,0,1
177764,1,1,1,1,1,1,1,1,0,1
177914,1,1,1,1,1,1,1,1,1,0
178205,1,1,1,1,1,1,0,1,1,1
178444,1,1,1,1,1,0,1,1,1,1
178717,1,1,1,1,0,1,1,1,1,1
178731,1,1,1,1,1,0,1,1,1,1
178985,0,1,1,1,1,1,1,1,1,1
178992,1,1,1,1,1,1,1,1,0,1
179180,1,1,1,1,1,1,1,1,1,0
179907,1,1,1,1,1,1,1,1,1,0
179957,1,1,1,1,1,1,0,1,1,1
180206,0,1,1,1,1,1,1,1,1,1
180266,1,1,1,1,1,1,1,1,0,1
180472,1,1,1,1,1,1,1,1,1,0
180484,1,1,1,1,0,1,1,1,1,1
180603,1,1,1,1,1,1,1,0,1,1
180861,1,0,1,1,1,1,1,1,1,1
180930,1,1,1,0,1,1,1,1,1,1
181069,1,0,1,1,1,1,1,1,1,1
181077,1,1,1,1,1,1,0,1,1,1
181335,1,1,1,1,1,0,1,1,1,1
181484,1,1,1,1,1,1,1,1,0,1
181486,1,1,1,0,1,1,1,1,1,1
181506,1,1,1,1,1,1,1,1,0,1
182134,1,1,1,1,1,1,1,1,0,1
182521,1,1,0,1,1,1,1,1,1,1
182598,0,1,1,1,1,1,1,1,1,1
182652,1,1,1,1,1,1,1,1,0,1
182818,1,1,1,0,1,1,1,1,1,1
182829,1,1,1,1,1,0,1,1,1,1
183007,1,1,1,1,1,1,1,0,1,1
183215,1,0,1,1,1,1,1,1,1,1
183635,1,1,1,1,1,1,1,0,1,1
183671,1,1,1,1,1,1,1,1,1,0
183734,1,1,1,1,1,1,1,1,0,1
184084,1,1,1,1,0,1,1,1,1,1
184087,1,1,1,1,1,1,1,0,1,1
184140,1,1,1,0,1,1,1,1,1,1
184399,1,1,1,1,0,1,1,1,1,1
185487,0,1,1,1,1,1,1,1,1,1
185663,1,0,1,1,1,1,1,1,1,1
186020,1,1,1,1,1,0,1,1,1,1
186176,1,1,1,1,1,1,0,1,1,1
186264,1,1,1,1,0,1,1,1,1,1
186505,1,1,0,1,1,1,1,1,1,1
186535,0,1,1,1,1,1,1,1,1,1
186542,1,1,1,1,1,1,1,0,1,1
186632,1,1,1,1,0,1,1,1,1,1
187241,1,1,0,1,1,1,1,1,1,1
187913,1,1,1,0,1,1,1,1,1,1
187944,1,1,0,1,1,1,1,1,1,1
188198,1,0,1,1,1,1,1,1,1,1
188439,1,1,1,1,1,1,1,1,0,1
188762,1,1,1,1,1,1,1,0,1,1
189039,1,0,1,1,1,1,1,1,1,1
189150,1,1,1,1,1,1,0,1,1,1
189622,1,1,0,1,1,1,1,1,1,1
189641,1,0,1,1,1,1,1,1,1,1
189663,1,1,1,1,1,1,1,1,1,0
189739,1,1,1,1,1,1,1,1,1,0
189928,0,1,1,1,1,1,1,1,1,1
190488,1,1,0,1,1,1,1,1,1,1
190671,1,1,1,0,1,1,1,1,1,1
190675,1,1,0,1,1,1,1,1,1,1
191018,1,1,1,0,1,1,1,1,1,1
191144,1,1,1,1,1,1,1,1,0,1
191320,1,0,1,1,1,1,1,1,1,1
191448,1,1,1,1,0,1,1,1,1,1
191509,1,1,1,1,1,1,1,1,0,1
191566,1,1,1,0,1,1,1,1,1,1
191575,1,0,1,1,1,1,1,1,1,1
191654,1,1,0,1,1,1,1,1,1,1
191706,1,1,1,1,1,1,1,1,0,1
192168,1,1,1,1,1,1,1,0,1,1
193215,1,1,1,1,1,0,1,1,1,1
193379,1,1,1,1,1,1,1,1,1,0
193412,1,0,1,1,1,1,1,1,1,1
193722,1,1,1,1,1,0,1,1,1,1
193747,1,1,1,1,1,1,1,1,1,0
194266,1,1,1,1,0,1,1,1,1,1
194267,1,1,1,0,1,1,1,1,1,1
194553,1,1,0,1,1,1,1,1,1,1
194600,1,1,1,1,1,1,1,0,1,1
195061,1,1,1,0,1,1,1,1,1,1
195103,1,0,1,1,1,1,1,1,1,1
195123,1,1,1,1,0,1,1,1,1,1
195232,1,1,1,1,1,0,1,1,1,1
195424,1,1,1,1,1,1,0,1,1,1
196103,1,1,1,1,1,1,1,1,0,1
196149,1,1,1,1,0,1,1,1,1,1
196213,1,1,1,1,1,1,1,1,0,1
196529,1,1,1,1,1,1,1,1,0,1
196640,0,1,1,1,1,1,1,1,1,1
196759,0,1,1,1,1,1,1,1,1,1
196857,1,1,1,1,1,1,1,1,1,0
196883,1,1,0,1,1,1,1,1,1,1
197410,1,1,1,1,1,1,1,1,0,1
197502,1,1,1,1,1,1,1,1,0,1
197902,1,1,1,1,1,0,1,1,1,1
197910,1,1,1,1,1,1,1,0,1,1
197924,1,1,1,1,1,1,1,1,0,1
197986,1,1,1,0,1,1,1,1,1,1
198038,1,1,1,1,1,1,1,1,1,0
198403,1,1,1,1,0,1,1,1,1,1
198687,1,1,1,1,1,1,0,1,1,1
198775,1,1,1,1,1,1,0,1,1,1
199207,1,0,1,1,1,1,1,1,1,1
199745,1,1,1,0,1,1,1,1,1,1
199985,1,1,1,1,1,1,0,1,1,1
200021,1,1,1,0,1,1,1,1,1,1
200075,1,1,1,1,0,1,1,1,1,1
200393,1,1,1,1,1,1,1,1,1,0
200724,1,1,1,1,1,1,0,1,1,1
200922,1,1,1,1,1,1,0,1,1,1
201309,1,1,1,1,1,1,1,1,1,0
201669,1,1,1,1,1,1,0,1,1,1
202066,1,1,1,1,1,1,1,1,1,0
202750,1,1,1,0,1,1,1,1,1,1
202755,1,1,1,1,1,1,0,1,1,1
202851,1,1,1,1,1,1,1,1,0,1
203031,1,1,1,1,1,1,1,1,1,0
203133,0,1,1,1,1,1,1,1,1,1
203260,1,1,1,1,0,1,1,1,1,1
203427,1,1,1,1,1,1,0,1,1,1
203696,0,1,1,1,1,1,1,1,1,1
203731,1,1,1,1,0,1,1,1,1,1
203789,1,1,1,1,1,1,1,1,1,0
203970,1,1,1,1,1,1,1,0,1,1
204310,1,1,1,1,1,1,1,1,1,0
204821,1,1,1,1,1,1,1,1,1,0
204885,1,1,0,1,1,1,1,1,1,1
204936,1,1,1,1,1,1,1,1,1,0
204970,1,1,1,0,1,1,1,1,1,1
205196,1,1,1,0,1,1,1,1,1,1
205859,1,1,0,1,1,1,1,1,1,1
205946,1,1,0,1,1,1,1,1,1,1
206161,1,1,1,1,1,1,1,0,1,1
206344,1,1,1,1,1,0,1,1,1,1
206562,1,1,1,1,1,1,1,0,1,1
206573,1,1,1,1,0,1,1,1,1,1
206730,1,1,1,1,1,1,1,0,1,1
206857,1,1,1,1,0,1,1,1,1,1
207283,1,1,1,1,1,1,1,1,0,1
207298,1,1,1,1,0,1,1,1,1,1
207534,1,1,0,1,1,1,1,1,1,1
207887,1,1,1,1,1,1,1,0,1,1
207930,1,1,1,1,1,1,1,1,0,1
208011,0,1,1,1,1,1,1,1,1,1
208455,1,1,1,0,1,1,1,1,1,1
208844,1,1,1,0,1,1,1,1,1,1
209060,1,1,0,1,1,1,1,1,1,1
209259,0,1,1,1,1,1,1,1,1,1
209728,0,1,1,1,1,1,1,1,1,1
209756,1,1,1,1,1,0,1,1,1,1
209759,1,1,1,1,1,0,1,1,1,1
210259,1,1,0,1,1,1,1,1,1,1
210889,1,1,1,1,1,1,1,1,1,0
211145,1,1,1,1,1,1,1,1,1,0
211243,1,1,1,0,1,1,1,1,1,1
211766,1,1,1,0,1,1,1,1,1,1
211801,1,1,1,1,1,1,1,1,0,1
211869,1,1,1,1,1,1,1,1,1,0
212044,1,1,0,1,1,1,1,1,1,1
212529,1,1,0,1,1,1,1,1,1,1
212559,1,1,0,1,1,1,1,1,1,1
212718,1,1,1,0,1,1,1,1,1,1
214666,1,1,1,1,1,1,0,1,1,1
214710,1,1,1,0,1,1,1,1,1,1
214716,1,1,1,1,1,1,1,1,0,1
214958,1,1,1,1,1,1,0,1,1,1
214980,1,1,0,1,1,1,1,1,1,1
215277,1,1,1,1,1,0,1,1,1,1
215794,1,1,1,1,0,1,1,1,1,1
215971,0,1,1,1,1,1,1,1,1,1
216405,1,1,1,1,1,0,1,1,1,1
216452,1,0,1,1,1,1,1,1,1,1
217035,1,1,1,1,1,1,0,1,1,1
217069,1,1,0,1,1,1,1,1,1,1
217190,1,1,1,1,1,0,1,1,1,1
218089,0,1,1,1,1,1,1,1,1,1
218238,0,1,1,1,1,1,1,1,1,1
218341,1,1,1,1,1,1,1,0,1,1
218477,1,1,1,1,1,0,1,1,1,1
218507,1,1,1,0,1,1,1,1,1,1
218738,1,1,1,1,1,1,0,1,1,1
218891,1,1,1,1,1,1,1,1,1,0
218935,1,0,1,1,1,1,1,1,1,1
219455,1,1,1,1,1,0,1,1,1,1
219959,1,1,1,1,1,1,0,1,1,1
220850,0,1,1,1,1,1,1,1,1,1
221068,1,1,1,1,1,0,1,1,1,1
221381,1,0,1,1,1,1,1,1,1,1
221417,1,1,1,1,1,1,1,1,1,0
221459,1,1,1,1,1,0,1,1,1,1
221485,1,1,1,0,1,1,1,1,1,1
221686,1,1,1,1,1,1,0,1,1,1
222090,1,1,1,1,1,1,1,0,1,1
222715,1,1,1,1,1,0,1,1,1,1
223020,1,1,0,1,1,1,1,1,1,1
223483,1,1,1,1,0,1,1,1,1,1
223528,0,1,1,1,1,1,1,1,1,1
223710,1,1,0,1,1,1,1,1,1,1
223799,1,1,1,1,1,0,1,1,1,1
223800,1,1,1,1,1,1,1,1,1,0
223930,0,1,1,1,1,1,1,1,1,1
224005,1,1,1,1,1,1,1,1,0,1
224155,1,0,1,1,1,1,1,1,1,1
224465,1,0,1,1,1,1,1,1,1,1
224523,1,1,1,1,1,1,1,1,1,0
224735,1,1,1,1,1,1,1,1,0,1
224821,1,1,1,1,0,1,1,1,1,1
224825,0,1,1,1,1,1,1,1,1,1
225066,1,1,1,0,1,1,1,1,1,1
225276,1,0,1,1,1,1,1,1,1,1
226167,0,1,1,1,1,1,1,1,1,1
226248,1,0,1,1,1,1,1,1,1,1
226354,1,1,1,1,1,1,1,1,1,0
226364,0,1,1,1,1,1,1,1,1,1
226659,1,1,0,1,1,1,1,1,1,1
226671,1,1,1,1,1,1,1,1,0,1
227149,1,1,1,1,1,1,1,1,0,1
227452,1,1,0,1,1,1,1,1,1,1
227522,1,1,1,0,1,1,1,1,1,1
228197,0,1,1,1,1,1,1,1,1,1
228361,0,1,1,1,1,1,1,1,1,1
228667,1,1,1,1,0,1,1,1,1,1
228759,1,1,1,1,1,1,0,1,1,1
228775,1,1,1,1,1,1,1,0,1,1
228908,1,1,1,1,1,1,0,1,1,1
228930,1,0,1,1,1,1,1,1,1,1
228993,1,1,1,1,1,0,1,1,1,1
229053,1,1,1,1,1,1,0,1,1,1
229469,1,1,1,0,1,1,1,1,1,1
229679,1,1,1,0,1,1,1,1,1,1
229733,1,0,1,1,1,1,1,1,1,1
229779,1,1,0,1,1,1,1,1,1,1
230080,1,1,1,1,1,0,1,1,1,1
230246,1,1,1,1,1,1,1,1,1,0
230636,1,1,1,1,1,1,1,1,1,0
230824,1,1,1,1,1,0,1,1,1,1
230865,1,1,1,1,1,1,1,1,0,1
232256,1,1,1,0,1,1,1,1,1,1
232565,1,1,0,1,1,1,1,1,1,1
233258,1,1,1,1,0,1,1,1,1,1
234018,1,0,1,1,1,1,1,1,1,1
234115,1,1,1,1,0,1,1,1,1,1
234540,1,1,1,1,1,1,1,1,1,0
234578,1,0,1,1,1,1,1,1,1,1
234590,0,1,1,1,1,1,1,1,1,1
234803,1,1,1,1,1,0,1,1,1,1
235026,1,1,1,1,1,1,1,0,1,1
235316,1,1,0,1,1,1,1,1,1,1
235330,1,1,1,1,1,1,0,1,1,1
235355,1,1,1,1,1,1,1,0,1,1
235441,1,1,1,1,1,1,0,1,1,1
235455,1,1,1,1,0,1,1,1,1,1
235465,1,1,1,1,1,1,1,1,1,0
235494,1,1,1,1,1,1,1,1,1,0
235550,1,1,1,1,1,1,1,1,0,1
235567,1,1,1,1,1,0,1,1,1,1
235586,1,1,1,1,1,1,1,0,1,1
235741,1,0,1,1,1,1,1,1,1,1
236173,1,1,1,1,1,1,0,1,1,1
236265,1,1,1,1,1,1,0,1,1,1
236345,0,1,1,1,1,1,1,1,1,1
236680,1,1,1,1,1,1,1,1,0,1
237187,0,1,1,1,1,1,1,1,1,1
237657,1,1,1,1,0,1,1,1,1,1
237746,1,1,1,0,1,1,1,1,1,1
237942,1,1,1,1,1,1,1,1,1,0
238106,1,1,1,1,1,1,1,1,1,0
238193,1,1,0,1,1,1,1,1,1,1
238547,1,1,1,0,1,1,1,1,1,1
238570,1,1,0,1,1,1,1,1,1,1
238694,1,0,1,1,1,1,1,1,1,1
239086,1,0,1,1,1,1,1,1,1,1
239438,1,1,1,1,1,1,0,1,1,1
240215,1,0,1,1,1,1,1,1,1,1
240367,0,1,1,1,1,1,1,1,1,1
240382,1,1,1,1,0,1,1,1,1,1
241199,0,1,1,1,1,1,1,1,1,1
241392,1,1,1,1,1,1,1,1,0,1
241745,1,1,0,1,1,1,1,1,1,1
241763,1,1,1,1,1,1,1,0,1,1
242662,1,0,1,1,1,1,1,1,1,1
242995,0,1,1,1,1,1,1,1,1,1
243104,1,1,1,1,1,0,1,1,1,1
243185,0,1,1,1,1,1,1,1,1,1
243218,1,1,1,1,0,1,1,1,1,1
243325,1,1,1,1,1,1,1,0,1,1
243333,1,1,1,1,1,0,1,1,1,1
243362,1,1,1,1,1,1,1,1,1,0
243458,1,1,1,1,1,0,1,1,1,1
243466,1,1,1,1,0,1,1,1,1,1
243507,1,1,0,1,1,1,1,1,1,1
243525,1,1,1,1,1,0,1,1,1,1
243965,1,1,1,1,1,0,1,1,1,1
244186,1,1,0,1,1,1,1,1,1,1
244356,1,1,1,1,1,1,1,1,0,1
244559,1,0,1,1,1,1,1,1,1,1
244817,1,1,1,1,1,0,1,1,1,1
244844,1,1,0,1,1,1,1,1,1,1
245046,1,1,1,1,1,1,0,1,1,1
245127,1,1,1,0,1,1,1,1,1,1
245380,1,1,1,1,0,1,1,1,1,1
245533,1,1,0,1,1,1,1,1,1,1
245551,1,0,1,1,1,1,1,1,1,1
245591,1,1,1,0,1,1,1,1,1,1
245708,1,1,1,1,1,1,1,1,0,1
245958,1,1,1,0,1,1,1,1,1,1
246347,1,1,1,0,1,1,1,1,1,1
246495,1,1,1,1,1,1,1,0,1,1
246526,1,1,1,1,1,1,1,0,1,1
247167,1,1,1,1,0,1,1,1,1,1
247253,1,1,1,1,1,1,1,1,1,0
247607,1,1,1,0,1,1,1,1,1,1
247612,1,1,1,1,1,1,1,1,1,0
248035,1,1,1,0,1,1,1,1,1,1
248202,1,1,1,1,1,1,0,1,1,1
248289,1,1,1,1,1,0,1,1,1,1
248340,1,0,1,1,1,1,1,1,1,1
248369,1,1,1,0,1,1,1,1,1,1
248430,1,1,1,1,1,1,0,1,1,1
248719,1,1,0,1,1,1,1,1,1,1
249797,1,1,1,1,0,1,1,1,1,1
250646,1,1,1,1,0,1,1,1,1,1
250837,1,1,1,1,1,1,1,0,1,1
250999,1,1,1,1,1,1,1,1,1,0
251037,1,1,1,1,0,1,1,1,1,1
251762,1,1,1,1,1,0,1,1,1,1
251840,1,1,1,1,1,0,1,1,1,1
251877,1,1,1,0,1,1,1,1,1,1
251960,1,1,1,1,1,1,0,1,1,1
252190,0,1,1,1,1,1,1,1,1,1
252567,0,1,1,1,1,1,1,1,1,1
252578,1,0,1,1,1,1,1,1,1,1
253462,1,1,1,1,0,1,1,1,1,1
253597,1,1,0,1,1,1,1,1,1,1
253697,1,1,1,1,1,1,1,0,1,1
253810,1,1,1,1,1,1,1,0,1,1
254152,1,0,1,1,1,1,1,1,1,1
254216,1,1,0,1,1,1,1,1,1,1
254331,1,1,0,1,1,1,1,1,1,1
254507,1,1,1,1,1,1,1,1,0,1
254830,1,1,1,1,0,1,1,1,1,1
254840,1,1,1,1,1,1,1,0,1,1
254888,1,1,0,1,1,1,1,1,1,1
255434,1,1,1,1,1,1,1,1,0,1
255776,1,1,1,1,0,1,1,1,1,1
256233,1,1,1,0,1,1,1,1,1,1
256365,1,1,1,1,1,1,0,1,1,1
257235,1,1,1,1,1,0,1,1,1,1
257730,1,1,1,0,1,1,1,1,1,1
257965,1,1,1,1,1,1,0,1,1,1
258625,1,1,1,1,1,1,1,1,1,0
258774,0,1,1,1,1,1,1,1,1,1
259192,1,1,1,1,1,1,1,1,0,1
259890,0,1,1,1,1,1,1,1,1,1
260130,1,1,1,1,0,1,1,1,1,1
260715,1,1,1,1,0,1,1,1,1,1
260931,1,0,1,1,1,1,1,1,1,1
261333,1,0,1,1,1,1,1,1,1,1
261514,1,1,1,1,1,1,1,1,1,0
261603,1,1,1,1,1,0,1,1,1,1
261771,1,1,1,1,0,1,1,1,1,1
262307,1,1,1,1,1,1,1,0,1,1
262419,1,1,1,0,1,1,1,1,1,1
262473,1,1,1,1,1,1,1,1,1,0
262674,1,0,1,1,1,1,1,1,1,1
262774,1,1,1,1,0,1,1,1,1,1
262864,1,1,1,1,1,1,1,1,0,1
263604,1,1,1,1,1,1,0,1,1,1
263684,1,1,1,1,1,1,1,1,0,1
264116,1,1,1,1,0,1,1,1,1,1
264138,1,1,1,1,1,1,1,0,1,1
264391,1,1,1,1,1,1,1,0,1,1
264510,1,0,1,1,1,1,1,1,1,1
264553,1,1,1,1,1,1,1,1,0,1
264621,1,1,1,1,1,1,1,1,1,0
264946,1,1,1,0,1,1,1,1,1,1
265396,1,1,1,1,1,1,1,1,0,1
265639,1,1,1,1,1,1,1,1,1,0
265793,1,1,1,0,1,1,1,1,1,1
266076,1,1,1,1,1,1,1,0,1,1
266223,1,1,1,1,1,1,1,0,1,1
266759,1,1,1,1,1,1,0,1,1,1
267170,0,1,1,1,1,1,1,1,1,1
267336,1,1,1,1,1,1,1,1,1,0
267478,1,1,1,1,1,0,1,1,1,1
267832,1,1,1,1,1,1,1,1,1,0
267998,1,1,1,1,1,1,1,1,1,0
268082,1,1,1,1,1,1,0,1,1,1
268526,1,1,1,1,1,1,1,0,1,1
268994,1,1,0,1,1,1,1,1,1,1
269605,1,1,1,1,1,1,1,1,1,0
269898,1,1,1,1,1,1,1,1,0,1
269924,1,1,0,1,1,1,1,1,1,1
269998,1,1,1,1,0,1,1,1,1,1
270144,1,1,1,1,1,1,1,1,0,1
270266,1,1,0,1,1,1,1,1,1,1
270300,1,0,1,1,1,1,1,1,1,1
270352,1,1,1,1,1,0,1,1,1,1
270509,1,1,1,0,1,1,1,1,1,1
271346,1,1,1,1,1,1,1,1,0,1
271808,1,1,1,1,1,1,1,1,0,1
272346,1,1,1,0,1,1,1,1,1,1
272525,1,1,1,1,1,1,1,1,1,0
272598,1,1,1,1,1,1,1,0,1,1
272625,0,1,1,1,1,1,1,1,1,1
272873,1,0,1,1,1,1,1,1,1,1
273049,1,1,1,1,1,1,1,1,1,0
273063,1,0,1,1,1,1,1,1,1,1
273287,0,1,1,1,1,1,1,1,1,1
274040,1,1,1,1,1,1,1,0,1,1
274334,1,1,1,1,1,1,1,0,1,1
274602,1,1,1,1,1,1,1,1,0,1
275477,1,0,1,1,1,1,1,1,1,1
275854,1,1,1,1,1,1,0,1,1,1
275883,1,1,1,1,0,1,1,1,1,1
276068,1,1,0,1,1,1,1,1,1,1
276155,1,1,1,1,0,1,1,1,1,1
276185,1,1,1,1,1,1,0,1,1,1
276350,1,0,1,1,1,1,1,1,1,1
276392,1,1,1,1,1,1,1,1,0,1
276887,1,1,1,1,1,1,1,1,0,1
276929,1,1,1,1,1,1,1,0,1,1
276948,1,1,1,1,1,1,1,1,0,1
277000,1,0,1,1,1,1,1,1,1,1
277047,1,1,1,1,1,1,0,1,1,1
277057,0,1,1,1,1,1,1,1,1,1
277346,1,1,1,1,1,1,1,1,1,0
277373,1,1,1,1,0,1,1,1,1,1
277414,1,1,1,1,1,1,1,1,1,0
277935,1,0,1,1,1,1,1,1,1,1
278279,1,1,0,1,1,1,1,1,1,1
278620,1,0,1,1,1,1,1,1,1,1
278699,0,1,1,1,1,1,1,1,1,1
279139,1,0,1,1,1,1,1,1,1,1
279447,1,1,0,1,1,1,1,1,1,1
280067,1,1,1,1,1,1,1,1,1,0
280305,1,1,1,1,1,1,1,0,1,1
280457,0,1,1,1,1,1,1,1,1,1
280755,1,1,1,1,1,1,1,0,1,1
281626,1,0,1,1,1,1,1,1,1,1
281702,1,1,1,1,1,1,1,0,1,1
281731,1,1,1,1,1,1,0,1,1,1
281982,1,1,1,1,1,1,0,1,1,1
282065,1,1,1,0,1,1,1,1,1,1
